id,o,d,ta,ca,lane_level,road_type
14299,80730151,80662998,7.4,2000,1,tertiary
14300,80730151,80662998,7.4,2000,2,tertiary
14301,80730151,80737382,4.3,2000,1,tertiary
14302,80730151,80737382,4.3,2000,2,tertiary
14303,80730151,80730155,12.2,2000,1,residential
14304,80730155,80730151,12.2,2000,1,residential
14305,80730156,80730157,17.1,2000,1,unclassified
14306,80730156,80730157,17.1,2000,2,unclassified
14307,80730157,80730158,17.0,2000,1,unclassified
14308,80730157,80730158,17.0,2000,2,unclassified
14309,80730157,80712253,35.3,2000,1,unclassified
14310,80730157,80712253,35.3,2000,2,unclassified
14311,80730157,80730156,17.1,2000,1,unclassified
14312,80730157,80730156,17.1,2000,2,unclassified
14313,80730158,80730157,17.0,2000,1,unclassified
14314,80730158,80730157,17.0,2000,2,unclassified
14315,80730187,80730200,3.3,2000,1,primary
14316,80730187,80730200,3.3,2000,2,primary
14317,80730187,80730200,3.3,2000,3,primary
14318,80730187,80730200,3.3,2000,4,primary
14319,80730187,80730189,8.8,2000,1,residential
14320,80730187,80770171,5.0,2000,1,primary
14321,80730187,80770171,5.0,2000,2,primary
14322,80730187,80770171,5.0,2000,3,primary
14323,80730187,80770171,5.0,2000,4,primary
14324,80730189,80719905,8.9,2000,1,residential
14325,80730189,80730187,8.8,2000,1,residential
14326,80730189,80675477,8.7,2000,1,residential
14327,80730191,80692888,34.2,2000,1,residential
14328,80730191,80667091,9.6,2000,1,residential
14329,80730191,80786432,8.7,2000,1,residential
14330,80730191,80675479,8.7,2000,1,residential
14331,80730193,80730195,17.5,2000,1,residential
14332,80730193,80692888,17.6,2000,1,residential
14333,80730193,80766177,8.8,2000,1,residential
14334,80730193,80675484,8.6,2000,1,residential
14335,80730195,80667398,8.8,2000,1,residential
14336,80730195,80730193,17.5,2000,1,residential
14337,80730195,80789250,7.9,2000,1,tertiary
14338,80730195,80789250,7.9,2000,2,tertiary
14339,80730195,80675486,7.8,2000,1,tertiary
14340,80730195,80675486,7.8,2000,2,tertiary
14341,80730200,80730187,3.3,2000,1,primary
14342,80730200,80730187,3.3,2000,2,primary
14343,80730200,80730187,3.3,2000,3,primary
14344,80730200,80730187,3.3,2000,4,primary
14345,80730200,80654696,6.5,2000,1,residential
14346,80730200,80675475,4.2,2000,1,primary
14347,80730200,80675475,4.2,2000,2,primary
14348,80730200,80675475,4.2,2000,3,primary
14349,80730200,80675475,4.2,2000,4,primary
14350,80730224,80698172,8.7,2000,1,residential
14351,80730224,80667417,5.1,2000,1,residential
14352,80730224,80746865,6.2,2000,1,secondary
14353,80730224,80746865,6.2,2000,2,secondary
14354,80730224,80675512,6.3,2000,1,secondary
14355,80730224,80675512,6.3,2000,2,secondary
14356,80730226,80671042,17.4,2000,1,residential
14357,80730226,80808250,8.8,2000,1,residential
14358,80730226,80711689,17.5,2000,1,residential
14359,80730226,80675452,8.8,2000,1,residential
14360,80730228,80671042,18.4,2000,1,residential
14361,80730228,80786263,7.9,2000,1,tertiary
14362,80730228,80786263,7.9,2000,2,tertiary
14363,80730228,80675454,7.8,2000,1,tertiary
14364,80730228,80675454,7.8,2000,2,tertiary
14365,80730228,80719571,34.9,2000,1,residential
14366,80730230,80719571,17.5,2000,1,residential
14367,80730230,80786358,8.7,2000,1,residential
14368,80730230,80675457,8.7,2000,1,residential
14369,80730230,80693052,17.7,2000,1,residential
14370,80730232,80730234,14.6,2000,1,residential
14371,80730232,80693052,10.2,2000,1,residential
14372,80730232,80760156,8.9,2000,1,residential
14373,80730234,80711819,7.1,2000,1,residential
14374,80730234,80675469,8.6,2000,1,residential
14375,80730234,80730232,14.6,2000,1,residential
14376,80730278,80711276,18.0,2000,1,secondary
14377,80730278,80711276,18.0,2000,2,secondary
14378,80730278,2449142292,6.8,2000,1,secondary
14379,80730278,2449142292,6.8,2000,2,secondary
14380,80730291,80730293,4.3,2000,1,residential
14381,80730291,80723184,4.5,2000,1,residential
14382,80730291,80662125,14.9,2000,1,residential
14383,80730293,80730291,4.3,2000,1,residential
14384,80730293,80662129,9.9,2000,1,residential
14385,80730293,80693048,10.7,2000,1,residential
14386,80730311,80655629,17.9,2000,1,residential
14387,80730311,80746842,8.2,2000,1,residential
14388,80730311,80681260,8.4,2000,1,residential
14389,80730367,80759884,8.2,2000,1,residential
14390,80730367,80729783,8.1,2000,1,residential
14391,80730367,80655035,18.8,2000,1,residential
14392,80730405,80725887,10.6,2000,1,tertiary
14393,80730405,80725887,10.6,2000,2,tertiary
14394,80730405,80671333,10.5,2000,1,tertiary
14395,80730405,80671333,10.5,2000,2,tertiary
14396,80730405,80730407,9.4,2000,1,tertiary
14397,80730407,80725889,12.4,2000,1,residential
14398,80730407,80671335,12.2,2000,1,residential
14399,80730407,80671957,8.8,2000,1,tertiary
14400,80730407,80730405,9.4,2000,1,tertiary
14401,80730409,80725893,10.9,2000,1,tertiary
14402,80730409,80725893,10.9,2000,2,tertiary
14403,80730409,80671343,10.9,2000,1,tertiary
14404,80730409,80671343,10.9,2000,2,tertiary
14405,80730409,80725234,8.3,2000,1,tertiary
14406,80730409,80730411,9.9,2000,1,residential
14407,80730411,80653120,16.9,2000,1,residential
14408,80730411,80725903,14.2,2000,1,residential
14409,80730411,3066140884,24.0,2000,1,residential
14410,80730411,80730409,9.9,2000,1,residential
14411,80730425,80661377,8.7,2000,1,residential
14412,80730425,80780591,6.4,2000,1,residential
14413,80730425,80711083,8.8,2000,1,residential
14414,80730425,80652999,17.6,2000,1,residential
14415,80730427,80687580,8.7,2000,1,residential
14416,80730427,80725865,8.7,2000,1,residential
14417,80730427,80671348,8.8,2000,1,residential
14418,80730427,80723531,8.7,2000,1,residential
14419,80730429,80728757,8.7,2000,1,residential
14420,80730429,80671355,8.8,2000,1,residential
14421,80730429,80725863,16.5,2000,1,residential
14422,80730455,80681268,9.7,2000,1,residential
14423,80730455,80669971,9.5,2000,1,residential
14424,80730455,80797134,13.5,2000,1,residential
14425,80730455,80723803,16.0,2000,1,residential
14426,80730461,80661767,10.4,2000,1,residential
14427,80730461,80723350,6.1,2000,1,residential
14428,80730461,80780721,17.4,2000,1,residential
14429,80730461,80723801,12.4,2000,1,residential
14430,80730477,80655460,23.2,2000,1,residential
14431,80730477,80725498,22.4,2000,1,residential
14432,80730477,80762515,7.6,2000,1,residential
14433,80730477,80718349,7.4,2000,1,residential
14434,80731892,80290599,7.2,2000,1,secondary
14435,80731892,80290599,7.2,2000,2,secondary
14436,80731892,80290599,7.2,2000,3,secondary
14437,80731892,80290599,7.2,2000,4,secondary
14438,80731892,80306407,20.8,2000,1,residential
14439,80731892,80731896,10.6,2000,1,residential
14440,80731892,80287623,17.7,2000,1,secondary
14441,80731892,80287623,17.7,2000,2,secondary
14442,80731892,80287623,17.7,2000,3,secondary
14443,80731892,80287623,17.7,2000,4,secondary
14444,80731896,80731892,10.6,2000,1,residential
14445,80735393,80760089,5.4,2000,1,residential
14446,80735393,2456530728,12.7,2000,1,residential
14447,80735393,80669596,20.9,2000,1,residential
14448,80735454,2449988435,1.0,2000,1,secondary
14449,80735454,2449988435,1.0,2000,2,secondary
14450,80735454,2450013867,15.5,2000,1,secondary
14451,80735454,2450013867,15.5,2000,2,secondary
14452,80735454,9487127083,25.1,2000,1,secondary
14453,80735454,9487127083,25.1,2000,2,secondary
14454,80735460,7566975590,5.7,2000,1,residential
14455,80735460,80788751,13.4,2000,1,residential
14456,80735460,80735462,6.9,2000,1,secondary
14457,80735460,80735462,6.9,2000,2,secondary
14458,80735460,9487127085,19.3,2000,1,secondary
14459,80735460,9487127085,19.3,2000,2,secondary
14460,80735462,80722686,11.5,2000,1,secondary
14461,80735462,80722686,11.5,2000,2,secondary
14462,80735462,80735460,6.9,2000,1,secondary
14463,80735462,80735460,6.9,2000,2,secondary
14464,80735462,80759982,20.0,2000,1,residential
14465,80735484,2379633663,25.3,2000,1,secondary
14466,80735484,2379633663,25.3,2000,2,secondary
14467,80735484,9678306851,1.0,2000,1,secondary
14468,80735484,9678306851,1.0,2000,2,secondary
14469,80735484,10568130785,20.7,2000,1,secondary
14470,80735523,80753930,4.4,2000,1,tertiary
14471,80735523,80730136,17.1,2000,1,secondary
14472,80735523,80730136,17.1,2000,2,secondary
14473,80735523,7804192786,13.9,2000,1,secondary
14474,80735535,80638887,2.1,2000,1,secondary
14475,80735535,80638887,2.1,2000,2,secondary
14476,80735535,80802988,17.8,2000,1,unclassified
14477,80735535,80692721,11.3,2000,1,secondary
14478,80735535,80692721,11.3,2000,2,secondary
14479,80735678,80678678,3.4,2000,1,tertiary
14480,80735678,80678678,3.4,2000,2,tertiary
14481,80735678,80691004,23.0,2000,1,residential
14482,80735678,80764789,6.0,2000,1,tertiary
14483,80735678,80764789,6.0,2000,2,tertiary
14484,80735698,80730009,15.0,2000,1,residential
14485,80735698,80748691,6.9,2000,1,residential
14486,80735698,80738613,6.0,2000,1,residential
14487,80735706,80705059,3.1,2000,1,residential
14488,80736201,8248376395,22.8,2000,1,primary
14489,80736201,8248376395,22.8,2000,2,primary
14490,80736201,8248376395,22.8,2000,3,primary
14491,80736201,8248376395,22.8,2000,4,primary
14492,80736201,9314451819,23.7,2000,1,secondary
14493,80736201,9314451819,23.7,2000,2,secondary
14494,80736201,9487127017,25.9,2000,1,primary
14495,80736201,9487127017,25.9,2000,2,primary
14496,80736201,9487127002,14.2,2000,1,secondary
14497,80737167,80737182,17.5,2000,1,residential
14498,80737167,80737182,9.5,2000,1,residential
14499,80737167,80692896,12.0,2000,1,residential
14500,80737182,80737167,17.5,2000,1,residential
14501,80737182,80737167,9.5,2000,1,residential
14502,80737182,80740700,16.1,2000,1,residential
14503,80737185,80737196,19.8,2000,1,residential
14504,80737185,80728322,18.4,2000,1,residential
14505,80737185,80789344,11.3,2000,1,residential
14506,80737196,80737185,19.8,2000,1,residential
14507,80737196,80797198,6.4,2000,1,secondary
14508,80737196,80695516,7.0,2000,1,secondary
14509,80737196,80695516,7.0,2000,2,secondary
14510,80737196,80695516,7.0,2000,3,secondary
14511,80737196,80695516,7.0,2000,4,secondary
14512,80737202,80781255,13.2,2000,1,residential
14513,80737202,80725773,7.8,2000,1,residential
14514,80737202,80737212,9.0,2000,1,residential
14515,80737212,80737202,9.0,2000,1,residential
14516,80737221,80706866,20.1,2000,1,residential
14517,80737221,80672423,8.1,2000,1,residential
14518,80737221,80737235,18.9,2000,1,residential
14519,80737235,80788431,7.2,2000,1,residential
14520,80737235,80737221,18.9,2000,1,residential
14521,80737235,80706872,35.0,2000,1,residential
14522,80737279,80699794,8.6,2000,1,residential
14523,80737317,80722622,1.7,2000,1,residential
14524,80737317,80722607,19.3,2000,1,residential
14525,80737317,80672439,20.3,2000,1,residential
14526,80737356,80766423,7.5,2000,1,residential
14527,80737356,80697757,11.7,2000,1,residential
14528,80737356,80681276,22.0,2000,1,residential
14529,80737374,80681276,13.4,2000,1,residential
14530,80737374,80722834,8.2,2000,1,residential
14531,80737374,80692265,8.0,2000,1,residential
14532,80737382,80730151,4.3,2000,1,tertiary
14533,80737382,80730151,4.3,2000,2,tertiary
14534,80737382,80647574,13.2,2000,1,tertiary
14535,80737382,80647574,13.2,2000,2,tertiary
14536,80737382,80663000,22.4,2000,1,residential
14537,80737395,80705422,3.4,2000,1,residential
14538,80737421,80665148,8.8,2000,1,residential
14539,80737421,80693290,13.3,2000,1,residential
14540,80737421,1912023561,8.9,2000,1,residential
14541,80737421,80788683,23.1,2000,1,residential
14542,80737458,80723307,7.5,2000,1,residential
14543,80737500,80742845,7.3,2000,1,residential
14544,80737500,80737508,3.4,2000,1,residential
14545,80737500,80742861,8.0,2000,1,residential
14546,80737508,80737500,3.4,2000,1,residential
14547,80737531,80667489,31.8,2000,1,tertiary
14548,80737531,80681703,9.0,2000,1,tertiary
14549,80737531,80681703,9.0,2000,2,tertiary
14550,80737531,80738190,20.2,2000,1,tertiary
14551,80737531,80738190,20.2,2000,2,tertiary
14552,80737534,80649826,12.7,2000,1,residential
14553,80737534,80671953,10.3,2000,1,residential
14554,80737534,80737800,10.4,2000,1,residential
14555,80737536,80671335,12.5,2000,1,residential
14556,80737536,80649826,12.6,2000,1,residential
14557,80737536,80828635,4.4,2000,1,residential
14558,80737536,80671955,10.0,2000,1,residential
14559,80737549,80678355,22.0,2000,1,tertiary
14560,80737549,80678355,22.0,2000,2,tertiary
14561,80737549,80678355,22.0,2000,3,tertiary
14562,80737549,80671942,7.5,2000,1,secondary
14563,80737549,80671942,7.5,2000,2,secondary
14564,80737580,80737591,2.2,2000,1,tertiary
14565,80737580,80662982,31.5,2000,1,tertiary
14566,80737580,80647907,6.9,2000,1,tertiary
14567,80737587,80737589,10.0,2000,1,residential
14568,80737587,80681676,10.2,2000,1,residential
14569,80737587,2449018627,8.7,2000,1,tertiary
14570,80737587,80647901,9.1,2000,1,tertiary
14571,80737589,80737587,10.0,2000,1,residential
14572,80737589,2449018616,9.7,2000,1,residential
14573,80737589,80665093,10.5,2000,1,residential
14574,80737591,80665093,11.4,2000,1,residential
14575,80737591,80737580,2.2,2000,1,tertiary
14576,80737591,2449018687,8.7,2000,1,tertiary
14577,80737596,80737599,7.1,2000,1,residential
14578,80737599,80737601,24.8,2000,1,residential
14579,80737599,80796501,7.2,2000,1,residential
14580,80737599,80780686,7.2,2000,1,residential
14581,80737599,80737596,7.1,2000,1,residential
14582,80737601,80737599,24.8,2000,1,residential
14583,80737601,80780694,7.4,2000,1,residential
14584,80737601,80737610,9.5,2000,1,residential
14585,80737601,80780686,29.9,2000,1,residential
14586,80737610,80737611,7.2,2000,1,residential
14587,80737610,80737601,9.5,2000,1,residential
14588,80737610,80739186,14.6,2000,1,residential
14589,80737611,80737613,7.7,2000,1,residential
14590,80737611,80737610,7.2,2000,1,residential
14591,80737611,80706924,8.9,2000,1,residential
14592,80737611,80766445,18.9,2000,1,residential
14593,80737613,80737611,7.7,2000,1,residential
14594,80737613,80748730,25.3,2000,1,residential
14595,80737613,80703889,19.2,2000,1,residential
14596,80737621,4805199704,18.1,2000,1,residential
14597,80737621,80788872,7.3,2000,1,residential
14598,80737621,80647988,7.3,2000,1,residential
14599,80737626,80665198,11.0,2000,1,tertiary
14600,80737626,80665198,11.0,2000,2,tertiary
14601,80737626,80737628,8.1,2000,1,residential
14602,80737626,80703891,17.7,2000,1,tertiary
14603,80737626,80703891,17.7,2000,2,tertiary
14604,80737628,80737626,8.1,2000,1,residential
14605,80737628,80729636,16.6,2000,1,residential
14606,80737628,80703893,19.9,2000,1,residential
14607,80737631,80649753,12.6,2000,1,residential
14608,80737631,80718918,14.2,2000,1,residential
14609,80737631,80649740,24.6,2000,1,residential
14610,80737634,80737636,9.0,2000,1,residential
14611,80737634,80649753,14.7,2000,1,residential
14612,80737634,80791097,7.7,2000,1,tertiary
14613,80737634,80807415,14.0,2000,1,tertiary
14614,80737636,80737634,9.0,2000,1,residential
14615,80737636,80775876,4.1,2000,1,residential
14616,80737636,80760254,7.3,2000,1,residential
14617,80737640,80737642,26.8,2000,1,residential
14618,80737640,80681773,12.8,2000,1,secondary
14619,80737640,80681773,12.8,2000,2,secondary
14620,80737640,80681773,12.8,2000,3,secondary
14621,80737640,80681773,12.8,2000,4,secondary
14622,80737640,2453682087,2.5,2000,1,secondary
14623,80737640,2453682087,2.5,2000,2,secondary
14624,80737640,2453682087,2.5,2000,3,secondary
14625,80737640,2453682087,2.5,2000,4,secondary
14626,80737642,80666972,8.6,2000,1,residential
14627,80737642,80737640,26.8,2000,1,residential
14628,80737642,80739134,8.9,2000,1,residential
14629,80737642,80739132,8.7,2000,1,residential
14630,80737644,80722820,8.6,2000,1,residential
14631,80737644,80666972,8.8,2000,1,residential
14632,80737644,80744311,8.8,2000,1,residential
14633,80737644,80744309,8.7,2000,1,residential
14634,80737650,2444095231,1.6,2000,1,unclassified
14635,80737650,80718201,28.8,2000,1,unclassified
14636,80737650,80650127,68.5,2000,1,unclassified
14637,80737738,80728793,13.1,2000,1,residential
14638,80737743,80737745,13.8,2000,1,unclassified
14639,80737745,80707179,37.9,2000,1,unclassified
14640,80737745,80737743,13.8,2000,1,unclassified
14641,80737745,80671178,13.2,2000,1,unclassified
14642,80737796,2456364270,1.1,2000,1,tertiary
14643,80737796,2456364270,1.1,2000,2,tertiary
14644,80737796,2456364270,1.1,2000,3,tertiary
14645,80737796,80737549,7.5,2000,1,secondary
14646,80737796,80737549,7.5,2000,2,secondary
14647,80737800,80649867,16.1,2000,1,tertiary
14648,80737800,80649867,16.1,2000,2,tertiary
14649,80737800,80719337,16.1,2000,1,tertiary
14650,80737800,80719337,16.1,2000,2,tertiary
14651,80737800,80737534,10.4,2000,1,residential
14652,80737850,80671900,8.7,2000,1,residential
14653,80737850,80692583,10.7,2000,1,residential
14654,80737850,10701503242,13.1,2000,1,residential
14655,80737871,80737873,4.8,2000,1,residential
14656,80737871,80738396,10.0,2000,1,residential
14657,80737871,80711826,14.9,2000,1,residential
14658,80737873,80737871,4.8,2000,1,residential
14659,80737873,80722747,8.3,2000,1,residential
14660,80737873,80737881,15.2,2000,1,residential
14661,80737881,80737891,16.0,2000,1,residential
14662,80737881,80737873,15.2,2000,1,residential
14663,80737881,80722755,7.4,2000,1,tertiary
14664,80737881,80722755,7.4,2000,2,tertiary
14665,80737881,80764866,10.4,2000,1,tertiary
14666,80737881,80764866,10.4,2000,2,tertiary
14667,80737881,80764866,10.4,2000,3,tertiary
14668,80737891,80737881,16.0,2000,1,residential
14669,80737891,80748695,8.3,2000,1,residential
14670,80737891,80766133,7.3,2000,1,residential
14671,80737907,80788832,8.3,2000,1,residential
14672,80737907,80759884,8.3,2000,1,residential
14673,80737907,80655025,22.6,2000,1,residential
14674,80737917,80692908,14.9,2000,1,residential
14675,80737917,80730114,8.2,2000,1,residential
14676,80737917,80692910,22.4,2000,1,residential
