id,o,d,ta,ca,lane_level,road_type
23895,6724689908,6724689909,0.9,2000,1,residential
23896,6724689908,6724689909,0.9,2000,2,residential
23897,6724689908,80730062,13.2,2000,1,tertiary
23898,6724689909,6724689908,0.9,2000,1,residential
23899,6724689909,6724689908,0.9,2000,2,residential
23900,6724689909,1341678763,25.9,2000,1,tertiary
23901,6724689909,8323986507,5.7,2000,1,residential
23902,6724689909,8323986507,5.7,2000,2,residential
23903,6725964648,11729448404,39.0,2000,1,unclassified
23904,6725964648,80780919,170.5,2000,1,unclassified
23905,6725964648,80681407,84.1,2000,1,residential
23906,6725964679,80766081,32.2,2000,1,residential
23907,6958023287,8042763371,9.6,2000,1,residential
23908,6958023287,5074691345,8.1,2000,1,residential
23909,6958023287,6958023297,17.6,2000,1,residential
23910,6958023287,9490500230,28.4,2000,1,residential
23911,6958023297,6958023287,17.6,2000,1,residential
23912,6958023381,6958023387,14.8,2000,1,residential
23913,6958023381,7439214439,17.7,2000,1,residential
23914,6958023381,5074691286,10.3,2000,1,residential
23915,6958023387,6958023390,14.6,2000,1,residential
23916,6958023387,10017722293,21.2,2000,1,residential
23917,6958023387,6958023381,14.8,2000,1,residential
23918,6958023388,7439214439,4.0,2000,1,residential
23919,6958023390,7439214439,13.3,2000,1,residential
23920,6958023390,6958023387,14.6,2000,1,residential
23921,6958023390,10846489655,29.2,2000,1,residential
23922,6958023390,8542156421,8.9,2000,1,residential
23923,6990785628,10257984079,36.4,2000,1,unclassified
23924,6990785628,3575303408,5.7,2000,1,secondary
23925,6990785628,3575303408,5.7,2000,2,secondary
23926,6990785628,3575303408,5.7,2000,3,secondary
23927,6990785628,3575303408,5.7,2000,4,secondary
23928,6990785628,498701012,36.6,2000,1,secondary
23929,6990785628,498701012,36.6,2000,2,secondary
23930,6990785628,498701012,36.6,2000,3,secondary
23931,6990785628,498701012,36.6,2000,4,secondary
23932,7024603124,80689657,6.5,2000,1,residential
23933,7084780218,7084780222,12.1,2000,1,residential
23934,7084780222,80667001,22.7,2000,1,residential
23935,7084780222,80708625,47.7,2000,1,residential
23936,7084780222,7084780218,12.1,2000,1,residential
23937,7086613571,7086669300,12.0,2000,1,residential
23938,7086613573,8196862430,13.3,2000,1,residential
23939,7086613573,8196862430,13.3,2000,2,residential
23940,7086613573,7086613580,25.3,2000,1,residential
23941,7086613573,4697638238,17.0,2000,1,residential
23942,7086613580,9490049108,13.2,2000,1,residential
23943,7086613580,7086613573,25.3,2000,1,residential
23944,7086613580,8542148426,7.4,2000,1,residential
23945,7086669300,7086613571,12.0,2000,1,residential
23946,7086669300,9490050462,28.4,2000,1,residential
23947,7086669300,9490050463,8.9,2000,1,residential
23948,7086669316,9490050676,18.5,2000,1,residential
23949,7086669316,10126120951,8.9,2000,1,residential
23950,7086669316,9490050471,19.3,2000,1,residential
23951,7086669328,80753759,1.9,2000,1,unclassified
23952,7086669328,80753759,1.9,2000,2,unclassified
23953,7086669328,2446664288,19.0,2000,1,unclassified
23954,7086669328,2446664288,19.0,2000,2,unclassified
23955,7086669328,7086669330,6.5,2000,1,unclassified
23956,7086669328,7086669330,6.5,2000,2,unclassified
23957,7086669330,7086669328,6.5,2000,1,unclassified
23958,7086669330,7086669328,6.5,2000,2,unclassified
23959,7086963754,80281075,5.6,2000,1,residential
23960,7086963754,80281070,7.0,2000,1,residential
23961,7086963754,80249616,16.7,2000,1,residential
23962,7087188213,10754920918,3.0,2000,1,residential
23963,7087188213,1351495758,9.8,2000,1,residential
23964,7087188241,10748509255,21.4,2000,1,tertiary
23965,7087188241,2462432275,31.7,2000,1,tertiary
23966,7087188241,11658066962,10.0,2000,1,residential
23967,7087188330,6316927405,17.2,2000,1,residential
23968,7087188330,5023376321,19.1,2000,1,residential
23969,7087188330,7087188341,31.1,2000,1,residential
23970,7087188341,2462380675,19.4,2000,1,residential
23971,7087188341,2462380675,19.4,2000,2,residential
23972,7087188341,6316927405,17.7,2000,1,residential
23973,7087188341,6316927405,17.7,2000,2,residential
23974,7087188341,7087188330,31.1,2000,1,residential
23975,7087188483,2462340901,14.8,2000,1,residential
23976,7087188483,2462353246,5.4,2000,1,residential
23977,7087188483,7546051427,5.4,2000,1,residential
23978,7087188512,8067168299,8.1,2000,1,residential
23979,7087188512,2462333293,32.7,2000,1,residential
23980,7087188512,7087188527,10.6,2000,1,residential
23981,7087188527,7087188512,10.6,2000,1,residential
23982,7087188527,1912007910,18.5,2000,1,residential
23983,7087188527,2462333349,7.4,2000,1,residential
23984,7087188557,5122198351,24.3,2000,1,unclassified
23985,7087188557,8197500792,20.1,2000,1,residential
23986,7087188557,5122198332,19.6,2000,1,residential
23987,7087958056,10081793553,19.8,2000,1,residential
23988,7087958056,10081793555,9.0,2000,1,tertiary
23989,7087958056,7087958660,7.8,2000,1,tertiary
23990,7087958056,2461134572,14.0,2000,1,residential
23991,7087958061,10282731086,0.9,2000,1,tertiary
23992,7087958061,10282731084,3.8,2000,1,tertiary
23993,7087958061,8542148477,9.2,2000,1,residential
23994,7087958379,7087958385,8.0,2000,1,residential
23995,7087958379,7087958384,30.1,2000,1,residential
23996,7087958379,7087958384,14.1,2000,1,residential
23997,7087958384,7087958386,8.0,2000,1,residential
23998,7087958384,7087958379,30.1,2000,1,residential
23999,7087958384,7087958379,14.1,2000,1,residential
24000,7087958385,7087958387,16.2,2000,1,residential
24001,7087958385,7087958379,8.0,2000,1,residential
24002,7087958385,6316926335,8.0,2000,1,residential
24003,7087958386,6316926336,7.8,2000,1,residential
24004,7087958386,8197089324,17.1,2000,1,residential
24005,7087958386,7087958384,8.0,2000,1,residential
24006,7087958387,7087958385,16.2,2000,1,residential
24007,7087958387,80791214,5.4,2000,1,residential
24008,7087958387,8197089324,30.2,2000,1,residential
24009,7087958388,10268323373,11.0,2000,1,tertiary
24010,7087958388,6316926328,5.9,2000,1,residential
24011,7087958388,80791214,36.6,2000,1,tertiary
24012,7087958389,2458877330,28.8,2000,1,residential
24013,7087958389,6316926336,15.9,2000,1,residential
24014,7087958389,6316926328,30.0,2000,1,residential
24015,7087958395,2458877320,22.7,2000,1,residential
24016,7087958516,7087958517,2.6,2000,1,residential
24017,7087958517,2458844353,6.1,2000,1,residential
24018,7087958517,7087958516,2.6,2000,1,residential
24019,7087958517,7087958520,25.3,2000,1,residential
24020,7087958517,8197567818,25.1,2000,1,residential
24021,7087958520,8197567818,8.8,2000,1,residential
24022,7087958520,80664732,9.1,2000,1,residential
24023,7087958520,7087958517,25.3,2000,1,residential
24024,7087958580,7087958580,60.3,2000,1,residential
24025,7087958580,7087958580,60.3,2000,1,residential
24026,7087958580,7087958582,4.9,2000,1,residential
24027,7087958582,5353951495,7.7,2000,1,residential
24028,7087958582,10241677538,22.2,2000,1,residential
24029,7087958582,7087958580,4.9,2000,1,residential
24030,7087958660,7087958056,7.8,2000,1,tertiary
24031,7087958660,2461131949,13.0,2000,1,tertiary
24032,7087958660,6316926323,29.9,2000,1,residential
24033,7087958884,7087958889,7.0,2000,1,residential
24034,7087958885,6680749712,12.0,2000,1,residential
24035,7087958889,7087958884,7.0,2000,1,residential
24036,7087958889,8073032313,2.5,2000,1,residential
24037,7087958889,6680749712,12.4,2000,1,residential
24038,7087958897,1651580081,12.7,2000,1,residential
24039,7197183220,8247025723,66.2,2000,1,unclassified
24040,7197183220,2454826874,56.5,2000,1,tertiary
24041,7197183220,80690772,55.3,2000,1,tertiary
24042,7254490002,80746876,7.0,2000,1,secondary
24043,7254490002,80746876,7.0,2000,2,secondary
24044,7254490002,2446664406,6.8,2000,1,secondary_link
24045,7254490007,2446664406,6.9,2000,1,secondary
24046,7254490007,2446664406,6.9,2000,2,secondary
24047,7254490007,80746876,6.7,2000,1,secondary_link
24048,7254537789,7254537795,7.5,2000,1,primary_link
24049,7254537789,1375430081,12.8,2000,1,secondary
24050,7254537789,80670434,6.5,2000,1,secondary
24051,7254537789,80670434,6.5,2000,2,secondary
24052,7254537789,80670434,6.5,2000,3,secondary
24053,7254537789,80670434,6.5,2000,4,secondary
24054,7254537789,80670434,6.5,2000,5,secondary
24055,7254537789,80670434,6.5,2000,6,secondary
24056,7254537795,80670441,2.9,2000,1,primary
24057,7254537795,80670441,2.9,2000,2,primary
24058,7254537795,80670441,2.9,2000,3,primary
24059,7254537795,80670441,2.9,2000,4,primary
24060,7254537795,80670434,5.2,2000,1,primary
24061,7254537795,80670434,5.2,2000,2,primary
24062,7254537795,80670434,5.2,2000,3,primary
24063,7254537795,80670434,5.2,2000,4,primary
24064,7254537795,80670434,5.2,2000,5,primary
24065,7254537795,80670434,5.2,2000,6,primary
24066,7254537795,80670434,5.2,2000,7,primary
24067,7415388119,80677716,25.5,2000,1,unclassified
24068,7427762402,80653463,0.4,2000,1,secondary
24069,7427762402,80653463,0.4,2000,2,secondary
24070,7427762402,11504837526,12.7,2000,1,residential
24071,7427762402,80678361,7.2,2000,1,secondary
24072,7427762402,80678361,7.2,2000,2,secondary
24073,7439214433,1935495785,8.3,2000,1,residential
24074,7439214433,1935495785,8.3,2000,2,residential
24075,7439214433,5074691284,31.7,2000,1,residential
24076,7439214433,5074691284,31.7,2000,2,residential
24077,7439214433,5074691298,9.4,2000,1,residential
24078,7439214433,5074691289,9.8,2000,1,residential
24079,7439214439,6958023390,13.3,2000,1,residential
24080,7439214439,6958023388,4.0,2000,1,residential
24081,7439214439,6958023381,17.7,2000,1,residential
24082,7546051424,7546051426,4.5,2000,1,residential
24083,7546051425,7546051433,8.4,2000,1,residential
24084,7546051425,5082761224,7.5,2000,1,residential
24085,7546051425,7546051426,26.3,2000,1,residential
24086,7546051425,8069777180,8.2,2000,1,residential
24087,7546051426,7546051424,4.5,2000,1,residential
24088,7546051426,2462353246,27.2,2000,1,residential
24089,7546051426,8358478186,44.0,2000,1,residential
24090,7546051426,7546051425,26.3,2000,1,residential
24091,7546051427,7087188483,5.4,2000,1,residential
24092,7546051427,2462353268,22.0,2000,1,residential
24093,7546051427,7546051431,14.2,2000,1,residential
24094,7546051431,7546051427,14.2,2000,1,residential
24095,7546051432,7546051433,16.0,2000,1,residential
24096,7546051433,8358478186,8.4,2000,1,residential
24097,7546051433,7546051425,8.4,2000,1,residential
24098,7546051433,7546051432,16.0,2000,1,residential
24099,7561092528,80661647,7.3,2000,1,secondary
24100,7561092528,80661647,7.3,2000,2,secondary
24101,7561092528,7561092539,24.0,2000,1,residential
24102,7561092539,7561092528,24.0,2000,1,residential
24103,7566488936,7566488947,4.6,2000,1,residential
24104,7566488936,4697638183,27.9,2000,1,tertiary
24105,7566488936,4697638112,7.3,2000,1,tertiary
24106,7566488938,7566488947,7.2,2000,1,residential
24107,7566488938,7566488947,38.6,2000,1,residential
24108,7566488938,7953132215,13.0,2000,1,residential
24109,7566488938,7953132215,13.0,2000,2,residential
24110,7566488947,7566488938,7.2,2000,1,residential
24111,7566488947,7566488938,38.6,2000,1,residential
24112,7566488947,7566488936,4.6,2000,1,residential
24113,7566488968,9487126882,0.2,2000,1,residential
24114,7566488968,7566488979,8.4,2000,1,residential
24115,7566488968,9487126876,7.7,2000,1,residential
24116,7566488973,9487126882,8.0,2000,1,residential
24117,7566488973,5074810495,29.0,2000,1,residential
24118,7566488973,7566488978,8.0,2000,1,residential
24119,7566488973,9318149781,13.9,2000,1,residential
24120,7566488978,7566488973,8.0,2000,1,residential
24121,7566488978,5074810468,15.5,2000,1,residential
24122,7566488978,5074810468,31.0,2000,1,residential
24123,7566488979,5074810467,7.7,2000,1,residential
24124,7566488979,7566488981,13.0,2000,1,residential
24125,7566488979,7566488968,8.4,2000,1,residential
24126,7566488980,7566488981,11.9,2000,1,residential
24127,7566488981,2598764894,8.4,2000,1,residential
24128,7566488981,5074810466,7.7,2000,1,residential
24129,7566488981,7566488980,11.9,2000,1,residential
24130,7566488981,7566488979,13.0,2000,1,residential
24131,7566959979,7566975588,7.9,2000,1,residential
24132,7566959979,7566975588,29.4,2000,1,residential
24133,7566959979,8125191476,7.7,2000,1,residential
24134,7566975588,7566959979,7.9,2000,1,residential
24135,7566975588,7566959979,29.4,2000,1,residential
24136,7566975588,5218726545,8.3,2000,1,residential
24137,7566975590,7566975603,5.0,2000,1,residential
24138,7566975590,80735460,5.7,2000,1,residential
24139,7566975590,10282594559,7.9,2000,1,residential
24140,7566975603,10282594552,2.9,2000,1,residential
24141,7566975603,7566975590,5.0,2000,1,residential
24142,7566975603,8125191481,11.5,2000,1,residential
24143,7597147978,80681661,6.8,2000,1,living_street
24144,7648295347,4664973481,18.8,2000,1,unclassified
24145,7648295347,4664973475,24.3,2000,1,unclassified
24146,7648295347,4664973488,43.4,2000,1,unclassified
24147,7648480207,4664973475,22.6,2000,1,secondary
24148,7648480207,4664973475,22.6,2000,2,secondary
24149,7648480207,4664973488,25.8,2000,1,unclassified
24150,7648480207,2447703115,19.9,2000,1,secondary
24151,7648480207,2447703115,19.9,2000,2,secondary
24152,7648480207,80652728,14.3,2000,1,secondary
24153,7651251341,8603288509,10.4,2000,1,tertiary
24154,7651251341,3033839253,51.8,2000,1,tertiary
24155,7651251341,7651257088,15.7,2000,1,residential
24156,7651251341,7651257088,15.7,2000,2,residential
24157,7651257087,7651257088,3.7,2000,1,residential
24158,7651257087,7651257088,3.7,2000,2,residential
24159,7651257088,7651257087,3.7,2000,1,residential
24160,7651257088,7651257087,3.7,2000,2,residential
24161,7651257088,80241220,7.4,2000,1,residential
24162,7651257088,80241220,7.4,2000,2,residential
24163,7651257088,7651251341,15.7,2000,1,residential
24164,7651257088,7651251341,15.7,2000,2,residential
24165,7693065738,7693065741,6.1,2000,1,residential
24166,7693065738,2446653377,6.4,2000,1,residential
24167,7693065738,7693065740,2.2,2000,1,residential
24168,7693065740,7693065738,2.2,2000,1,residential
24169,7693065741,7693065738,6.1,2000,1,residential
24170,7693065741,80672417,3.4,2000,1,tertiary
24171,7693065741,80672417,3.4,2000,2,tertiary
24172,7693065741,80691639,10.7,2000,1,tertiary
24173,7693065741,80691639,10.7,2000,2,tertiary
24174,7694590408,2449935703,0.9,2000,1,motorway_link
24175,7694590408,2449159150,1.7,2000,1,motorway_link
24176,7694590409,2449935736,1.0,2000,1,motorway_link
24177,7694590409,2449159141,1.8,2000,1,motorway_link
24178,7694590410,2449984709,0.9,2000,1,motorway_link
24179,7694590410,2449984709,0.9,2000,2,motorway_link
24180,7694590410,80640980,15.0,2000,1,secondary
24181,7694590410,80640980,15.0,2000,2,secondary
24182,7726891359,2462340894,4.5,2000,1,residential
24183,7726891359,2462316310,11.2,2000,1,residential
24184,7726891359,7726891373,16.5,2000,1,residential
24185,7726891369,7726891378,7.0,2000,1,residential
24186,7726891369,7726891373,23.7,2000,1,residential
24187,7726891369,7726891379,41.8,2000,1,residential
24188,7726891370,7726891379,3.3,2000,1,residential
24189,7726891373,7726891369,23.7,2000,1,residential
24190,7726891373,7726891359,16.5,2000,1,residential
24191,7726891373,7726891796,11.6,2000,1,residential
24192,7726891373,7726891379,6.5,2000,1,residential
24193,7726891378,7726891369,7.0,2000,1,residential
24194,7726891378,7994989383,9.3,2000,1,residential
24195,7726891378,7994989383,9.3,2000,2,residential
24196,7726891378,7726891796,7.3,2000,1,residential
24197,7726891378,7726891794,24.2,2000,1,residential
24198,7726891379,7726891370,3.3,2000,1,residential
24199,7726891379,7726891373,6.5,2000,1,residential
24200,7726891379,7726891369,41.8,2000,1,residential
24201,7726891794,1911750879,10.8,2000,1,residential
24202,7726891794,2462316310,9.2,2000,1,residential
24203,7726891794,7726891378,24.2,2000,1,residential
24204,7726891796,7726891378,7.3,2000,1,residential
24205,7726891796,7726891373,11.6,2000,1,residential
24206,7726891796,2462316310,17.1,2000,1,residential
24207,7726891824,5074691474,18.3,2000,1,residential
24208,7781278704,5280943629,9.3,2000,1,residential
24209,7781278704,7781278705,9.1,2000,1,residential
24210,7781278704,5280943632,15.7,2000,1,residential
24211,7781278705,7781278704,9.1,2000,1,residential
24212,7799613991,1350987568,11.5,2000,1,residential
24213,7799613991,7799613992,4.6,2000,1,residential
24214,7799613991,1350987710,23.8,2000,1,residential
24215,7799613992,7799613991,4.6,2000,1,residential
24216,7799614042,7799614043,4.0,2000,1,residential
24217,7799614042,2986710929,9.8,2000,1,residential
24218,7799614042,2379615380,44.1,2000,1,residential
24219,7799614043,7799614042,4.0,2000,1,residential
24220,7799614047,1350987365,21.7,2000,1,residential
24221,7799614047,80283215,53.4,2000,1,tertiary
24222,7799614047,80283215,53.4,2000,2,tertiary
24223,7799614047,80281191,35.8,2000,1,tertiary
24224,7799614047,80281191,35.8,2000,2,tertiary
24225,7799617988,7799617997,5.2,2000,1,residential
24226,7799617988,1751873215,26.1,2000,1,tertiary
24227,7799617996,2448777990,8.6,2000,1,residential
24228,7799617996,7799617997,17.6,2000,1,residential
24229,7799617996,7799617997,34.1,2000,1,residential
24230,7799617997,7799617988,5.2,2000,1,residential
24231,7799617997,7799617996,17.6,2000,1,residential
24232,7799617997,7799617996,34.1,2000,1,residential
24233,7799618006,7799618013,45.1,2000,1,residential
24234,7799618006,12951228936,15.7,2000,1,tertiary
24235,7799618006,12951228936,15.7,2000,2,tertiary
24236,7799618006,80670455,15.2,2000,1,tertiary
24237,7799618006,80670455,15.2,2000,2,tertiary
24238,7799618013,2448815600,9.7,2000,1,tertiary
24239,7799618013,2448815600,9.7,2000,2,tertiary
24240,7799618013,7799618006,45.1,2000,1,residential
24241,7799618013,2447834862,5.1,2000,1,tertiary
24242,7799618013,2447834862,5.1,2000,2,tertiary
24243,7804192786,7804192793,9.9,2000,1,residential
24244,7804192786,80735523,13.9,2000,1,secondary
24245,7804192786,80653073,10.8,2000,1,secondary
24246,7804192792,7804192832,39.8,2000,1,tertiary
24247,7804192792,7804192832,39.8,2000,2,tertiary
24248,7804192792,7804192832,82.2,2000,1,residential
24249,7804192792,80653064,10.2,2000,1,tertiary
24250,7804192792,80653064,10.2,2000,2,tertiary
24251,7804192792,7804192793,25.6,2000,1,residential
24252,7804192793,7804192786,9.9,2000,1,residential
24253,7804192793,7804192792,25.6,2000,1,residential
24254,7804192793,7804192794,22.3,2000,1,residential
24255,7804192794,7804192793,22.3,2000,1,residential
24256,7804192832,3566591434,42.0,2000,1,tertiary
24257,7804192832,3566591434,42.0,2000,2,tertiary
24258,7804192832,7804192792,39.8,2000,1,tertiary
24259,7804192832,7804192792,39.8,2000,2,tertiary
24260,7804192832,7804192792,82.2,2000,1,residential
24261,7804192832,8338654445,25.2,2000,1,residential
24262,7804192850,2447974839,16.2,2000,1,tertiary
24263,7804192850,2447974839,16.2,2000,2,tertiary
24264,7804192850,3566591434,12.3,2000,1,tertiary
24265,7804192850,3566591434,12.3,2000,2,tertiary
24266,7804192850,2447974840,29.8,2000,1,"['unclassified', 'residential']"
24267,7807300267,2453621082,37.3,2000,1,residential
24268,7817552431,2379640412,6.3,2000,1,residential
24269,7820318045,10274374969,19.3,2000,1,tertiary
24270,7820318045,10274374969,19.3,2000,2,tertiary
24271,7820318045,7820318052,16.4,2000,1,residential
24272,7820318052,7820318045,16.4,2000,1,residential
24273,7820361535,80742919,12.5,2000,1,secondary
24274,7820361535,80742919,12.5,2000,2,secondary
24275,7820361535,80742919,12.5,2000,3,secondary
24276,7820361535,80742919,12.5,2000,4,secondary
24277,7820361535,1351536717,21.6,2000,1,secondary
24278,7820361535,1351536717,21.6,2000,2,secondary
24279,7820361535,1351536717,21.6,2000,3,secondary
24280,7820361535,1351536717,21.6,2000,4,secondary
24281,7820361535,7820361544,23.3,2000,1,residential
24282,7820361544,7820361535,23.3,2000,1,residential
24283,7830011002,80661432,4.2,2000,1,primary
24284,7830011002,80661432,4.2,2000,2,primary
24285,7830011002,7830011007,13.3,2000,1,primary
24286,7830011002,7830011007,13.3,2000,2,primary
24287,7830011007,80664962,1.2,2000,1,tertiary
24288,7830011007,2450178895,17.0,2000,1,primary
24289,7830011007,2450178895,17.0,2000,2,primary
24290,7830011007,80710540,60.0,2000,1,residential
24291,7830011036,5218726571,2.7,2000,1,primary
24292,7830011036,5218726571,2.7,2000,2,primary
24293,7830011036,8455384137,2.6,2000,1,motorway_link
24294,7830011037,9149450440,0.6,2000,1,motorway_link
24295,7830011037,7830011042,2.0,2000,1,motorway_link
24296,7830011038,7830011037,1.2,2000,1,motorway_link
24297,7830011038,5218726570,1.2,2000,1,primary
24298,7830011038,5218726570,1.2,2000,2,primary
24299,7830011040,80642807,4.4,2000,1,primary
24300,7830011040,80642807,4.4,2000,2,primary
24301,7830011042,2450178849,4.0,2000,1,primary
24302,7830011042,2450178849,4.0,2000,2,primary
24303,7926216884,3103141161,9.5,2000,1,residential
24304,7926216884,7926242285,21.5,2000,1,residential
24305,7926216884,7926242285,21.5,2000,2,residential
24306,7926216884,3103141167,12.7,2000,1,residential
24307,7926242285,7926216884,21.5,2000,1,residential
24308,7926242285,7926216884,21.5,2000,2,residential
24309,7953089959,10568133731,24.5,2000,1,residential
24310,7953089959,10568133731,24.5,2000,2,residential
24311,7953089959,8042378884,15.6,2000,1,residential
24312,7953089959,8042378884,15.6,2000,2,residential
24313,7953089959,5640942549,17.0,2000,1,tertiary
24314,7953089959,5640942549,17.0,2000,2,tertiary
24315,7953089959,8043034364,25.9,2000,1,tertiary
24316,7953089959,8043034364,25.9,2000,2,tertiary
24317,7953132215,8196862430,28.0,2000,1,residential
24318,7953132215,8196862430,28.0,2000,2,residential
24319,7953132215,8196862425,14.8,2000,1,residential
24320,7953132215,7566488938,13.0,2000,1,residential
24321,7953132215,7566488938,13.0,2000,2,residential
24322,7963543936,80666958,24.2,2000,1,residential
24323,7963543936,80666958,24.2,2000,2,residential
24324,7963590811,8042378884,9.6,2000,1,residential
24325,7963590811,8042378884,9.6,2000,2,residential
24326,7963590811,7963590816,7.7,2000,1,residential
24327,7963590811,7963590816,7.7,2000,2,residential
24328,7963590811,7963590813,12.5,2000,1,residential
24329,7963590811,7963590813,12.5,2000,2,residential
24330,7963590811,10974274080,7.1,2000,1,residential
24331,7963590813,7963590814,3.4,2000,1,residential
24332,7963590813,7963590814,3.4,2000,2,residential
24333,7963590813,7963590811,12.5,2000,1,residential
24334,7963590813,7963590811,12.5,2000,2,residential
24335,7963590813,7963590816,8.3,2000,1,residential
24336,7963590813,7963590816,8.3,2000,2,residential
24337,7963590814,7963590813,3.4,2000,1,residential
24338,7963590814,7963590813,3.4,2000,2,residential
24339,7963590816,4697638239,4.6,2000,1,residential
24340,7963590816,4697638239,4.6,2000,2,residential
24341,7963590816,7963590811,7.7,2000,1,residential
24342,7963590816,7963590811,7.7,2000,2,residential
24343,7963590816,7963590813,8.3,2000,1,residential
24344,7963590816,7963590813,8.3,2000,2,residential
24345,7989776484,8197089322,7.1,2000,1,residential
24346,7989776484,9954504734,16.2,2000,1,residential
24347,7989776484,2461180469,35.9,2000,1,residential
24348,7989815385,8197088316,15.5,2000,1,residential
24349,7989815385,9954504743,7.9,2000,1,residential
24350,7989815385,5074691265,8.0,2000,1,residential
24351,7989815386,8197088316,7.7,2000,1,residential
24352,7989815386,2458877320,8.1,2000,1,residential
24353,7989815386,7989815388,20.3,2000,1,residential
24354,7989815386,5074691259,47.1,2000,1,residential
24355,7989815388,8060772295,7.5,2000,1,residential
24356,7989815388,2458877369,8.2,2000,1,residential
24357,7989815388,8042394834,20.9,2000,1,residential
24358,7989815388,7989815386,20.3,2000,1,residential
24359,7989818701,5023312659,8.2,2000,1,residential
24360,7989818701,10282731075,8.0,2000,1,residential
24361,7989818701,10282731081,17.9,2000,1,residential
24362,7994989383,7726891378,9.3,2000,1,residential
24363,7994989383,7726891378,9.3,2000,2,residential
24364,7994989383,2461246258,7.7,2000,1,residential
24365,7994989383,2461246258,7.7,2000,2,residential
24366,7994989383,10275896007,11.0,2000,1,residential
24367,7994989383,10275896007,11.0,2000,2,residential
24368,8041104968,8041130488,35.7,2000,1,residential
24369,8041104968,12556835388,37.1,2000,1,residential
24370,8041104968,8041104970,5.7,2000,1,residential
24371,8041104968,3103056387,41.9,2000,1,residential
24372,8041104970,8041104968,5.7,2000,1,residential
24373,8041104970,3103056387,7.8,2000,1,residential
24374,8041104970,8041130488,33.6,2000,1,residential
24375,8041104976,8041104979,18.2,2000,1,residential
24376,8041104976,80693754,17.7,2000,1,residential
24377,8041104976,8041130488,8.8,2000,1,residential
24378,8041104979,8041104976,18.2,2000,1,residential
24379,8041104979,3103056387,22.0,2000,1,residential
24380,8041104979,3103056386,32.4,2000,1,residential
24381,8041130488,8041104976,8.8,2000,1,residential
24382,8041130488,8041104968,35.7,2000,1,residential
24383,8041130488,8041104970,33.6,2000,1,residential
24384,8042378875,8042378877,4.7,2000,1,residential
24385,8042378875,9490050462,6.0,2000,1,residential
24386,8042378875,10126120952,9.1,2000,1,residential
24387,8042378877,10126120950,6.8,2000,1,residential
24388,8042378877,8042378875,4.7,2000,1,residential
24389,8042378877,10126120949,22.3,2000,1,residential
24390,8042378880,10126120950,8.2,2000,1,residential
24391,8042378880,8042378884,10.5,2000,1,residential
24392,8042378880,10126120949,17.9,2000,1,residential
24393,8042378884,8042378880,10.5,2000,1,residential
24394,8042378884,7953089959,15.6,2000,1,residential
24395,8042378884,7953089959,15.6,2000,2,residential
24396,8042378884,7963590811,9.6,2000,1,residential
24397,8042378884,7963590811,9.6,2000,2,residential
24398,8042384608,9490049108,8.0,2000,1,residential
24399,8042384608,9490050471,48.0,2000,1,residential
24400,8042384608,9490050658,33.2,2000,1,residential
24401,8042384679,8042384682,20.9,2000,1,residential
24402,8042384681,2598764894,4.0,2000,1,residential
24403,8042384681,8042384682,9.4,2000,1,residential
24404,8042384682,8042384683,10.8,2000,1,residential
24405,8042384682,8042384681,9.4,2000,1,residential
24406,8042384682,8042384679,20.9,2000,1,residential
24407,8042384683,8042384682,10.8,2000,1,residential
24408,8042394834,8197089322,7.7,2000,1,residential
24409,8042394834,1911948774,7.9,2000,1,residential
24410,8042394834,7989815388,20.9,2000,1,residential
24411,8042730406,80259603,23.6,2000,1,residential
24412,8042763371,8198773916,8.1,2000,1,residential
24413,8042763371,6958023287,9.6,2000,1,residential
24414,8042763371,8042763377,14.9,2000,1,residential
24415,8042763371,9490486709,26.7,2000,1,residential
24416,8042763377,8042763371,14.9,2000,1,residential
24417,8042917500,2449142302,1.0,2000,1,secondary
24418,8042917500,2449142302,1.0,2000,2,secondary
24419,8042917500,2449142302,1.0,2000,3,secondary
24420,8042917500,10095878973,3.1,2000,1,secondary
24421,8042917500,10095878973,3.1,2000,2,secondary
24422,8042917500,10095878973,3.1,2000,3,secondary
24423,8042917500,2379641020,72.5,2000,1,residential
24424,8042971330,80677763,7.6,2000,1,tertiary
24425,8042971330,80677763,7.6,2000,2,tertiary
24426,8042971330,80685192,5.0,2000,1,tertiary
24427,8042971330,80685192,5.0,2000,2,tertiary
24428,8042971330,8042971334,23.4,2000,1,residential
24429,8042971334,1341640359,22.0,2000,1,residential
24430,8042971334,80677763,15.1,2000,1,residential
24431,8042971334,8042971330,23.4,2000,1,residential
24432,8042993687,5265256628,25.8,2000,1,residential
24433,8042993687,5265256626,8.1,2000,1,residential
24434,8042993687,8042993691,11.6,2000,1,residential
24435,8042993687,5023366973,9.5,2000,1,residential
24436,8042993691,9318149759,7.9,2000,1,residential
24437,8042993691,8042993687,11.6,2000,1,residential
24438,8042993691,10584383465,18.3,2000,1,residential
24439,8043009102,11939879770,10.4,2000,1,residential
24440,8043009102,12358396021,12.7,2000,1,residential
24441,8043009102,1051370983,5.3,2000,1,residential
24442,8043009102,8043009103,28.7,2000,1,residential
24443,8043009103,8074369259,7.3,2000,1,residential
24444,8043009103,8043009104,5.0,2000,1,residential
24445,8043009103,8043009102,28.7,2000,1,residential
24446,8043009104,80281185,21.2,2000,1,residential
